epoch,loss
1,0.7719660545700829
2,0.733237159295335
3,0.6926379211273386
4,0.6575602105452727
5,0.6342701645631029
6,0.5977671500344024
7,0.5638799905506573
8,0.5392968679343325
9,0.509486066044689
10,0.4820176541312245
11,0.4653136283850402
12,0.43924431039833006
13,0.4137902750465799
14,0.4076191691386756
15,0.37244311241225037
16,0.37072488501388
17,0.3397752268639517
18,0.3342543882672782
19,0.3196296570435703
20,0.30432439157850355
21,0.2738890479990262
22,0.26726470585305206
23,0.26198084924122017
24,0.24838917522491782
25,0.23853219779358317
26,0.22291868234149279
27,0.20748725091961956
28,0.1940114652283116
29,0.18467884272631477
30,0.18855471532698198
31,0.1820790502663185
32,0.16844600044820054
33,0.1475657063269188
34,0.14776365445302847
35,0.14590413954776488
36,0.13104879262172076
37,0.1333492045048931
38,0.11730921967429479
39,0.12815899099421418
40,0.11035829417534693
41,0.10657515279840003
42,0.10745154851723365
43,0.09993070556508009
44,0.09827412735877157
45,0.08853623855575338
46,0.0793006715364106
47,0.09140688922368663
48,0.07487359991013243
49,0.07690038442561554
50,0.07401734804264427
51,0.05850155598694513
52,0.07196884189905636
53,0.057001024340718215
54,0.057747068791847614
55,0.06727516071163102
56,0.05734983332676809
57,0.04490142087716182
58,0.0514192711372305
59,0.050879756671828966
60,0.04308887131850128
61,0.054168372053817276
62,0.05012733118137708
63,0.04077714500896272
64,0.03903409184039729
65,0.02945360626796935
66,0.043352015403119906
67,0.03228557908622628
68,0.03727703913810486
69,0.03707151867860936
70,0.034749578730125005
71,0.02373526572701462
72,0.039264114581789356
73,0.025250709210571484
74,0.027438695820923124
75,0.021678400277874023
76,0.024669175790691604
77,0.02245004925777615
78,0.030726461142460058
79,0.032280819289535474
80,0.021779241379753567
81,0.020940689689975187
82,0.016441290303897217
83,0.013495410680754232
84,0.021008975001233773
85,0.02479856123461413
86,0.016874235705449846
87,0.018855175135021225
88,0.02065643557590848
89,0.013315319910851827
90,0.01917785412252064
91,0.02279361659068783
92,0.021648832002731586
93,0.011238984351681
94,0.01003008934827699
95,0.023114030688649003
96,0.016874158846687824
97,0.021084787515491102
98,0.024606033885568493
99,0.02378890439094497
100,0.016407502095215114
